OG0024460	ENSSSAG00000100088.1	XM_035760369.2	ENSOKIG00005045768.1	XM_046368360.1
OG0028738	ENSSSAG00000070358.2	XM_035762053.2	ENSOKIG00005033234.1	XM_046355095.1
OG0028739	ENSSSAG00000053084.2	XM_035773228.2	ENSOKIG00005006161.1	XM_046331324.1
OG0028740	ENSSSAG00000053208.2	XM_035773229.2	ENSOKIG00005006287.1	XM_046360259.1
OG0028741	ENSSSAG00000054498.2	XM_052485931.1	ENSOKIG00005015587.1	XM_046309012.1
OG0028742	ENSSSAG00000072143.2	XM_035774391.2	ENSOKIG00005032433.1	XM_046297924.1
OG0028743	ENSSSAG00000045460.2	XM_035785928.2	ENSOKIG00005024267.1	XM_046347091.1
OG0028744	ENSSSAG00000070377.2	XM_035762050.2	ENSOKIG00005033315.1	XM_046356189.1
OG0028745	ENSSSAG00000008619.2	XM_035799293.2	ENSOKIG00005015387.1	XM_046353636.1
OG0028746	ENSSSAG00000063246.2	XM_052500303.1	ENSOKIG00005021490.1	XM_046337130.1
OG0028747	ENSSSAG00000082055.1	ne 5 protein-l	ENSOKIG00005016416.1	ne 5 protein-l
OG0028748	ENSSSAG00000097565.1	XM_052506995.1	ENSOKIG00005026653.1	XM_046323381.1
OG0028749	ENSSSAG00000115648.1	XM_052527666.1	ENSOKIG00005016410.1	XM_046301525.1
OG0028750	ENSSSAG00000002110.2	XM_035743217.1	ENSOKIG00005019646.1	XM_046307885.1
OG0028751	ENSSSAG00000054523.2	XM_052485934.1	ENSOKIG00005015044.1	XM_046308964.1
OG0028752	ENSSSAG00000081332.2	XM_035756971.2	ENSOKIG00005045360.1	XM_046355050.1
OG0028753	ENSSSAG00000070918.2	XM_035795927.2	ENSOKIG00005007583.1	XM_046326628.1
OG0028754	ENSSSAG00000078768.2	XM_052478437.1	ENSOKIG00005018610.1	XM_046354899.1
OG0028755	ENSSSAG00000002126.2	XM_035743216.2	ENSOKIG00005019639.1	XM_046307890.1
OG0028756	ENSSSAG00000002115.2	XM_035743215.2	ENSOKIG00005019618.1	XM_046307889.1
OG0028757	ENSSSAG00000043738.2	XM_035736686.2	ENSOKIG00005011408.1	XM_046351626.1
OG0028758	ENSSSAG00000006903.2	XM_035799900.1	ENSOKIG00005016721.1	XM_046353585.1
OG0028759	ENSSSAG00000078783.2	XM_035734741.2	ENSOKIG00005018619.1	XM_046355165.1
OG0028760	ENSSSAG00000007855.2	XM_035798736.2	ENSOKIG00005041115.1	XM_046293446.1
OG0028761	ENSSSAG00000002203.2	XM_035743218.2	ENSOKIG00005018608.1	XM_046307887.1
OG0028762	ENSSSAG00000007872.2	XM_035798738.2	ENSOKIG00005040197.1	XM_046306040.1
OG0028763	ENSSSAG00000068663.2	XM_035792976.2	ENSOKIG00005011152.1	XM_046361884.1
OG0028765	ENSSSAG00000087190.1	XM_035737914.2	ENSOKIG00005009828.1	XM_046352342.1
OG0028766	ENSSSAG00000048515.2	XM_052497551.1	ENSOKIG00005008145.1	XM_046319254.1
OG0028767	ENSSSAG00000057741.2	XM_052521378.1	ENSOKIG00005014177.1	XM_046301418.1
OG0028768	ENSSSAG00000079942.2	XM_035737904.2	ENSOKIG00005015377.1	XM_046352344.1
OG0028769	ENSSSAG00000018337.2	XM_035752193.2	ENSOKIG00005004297.1	XM_046366943.1
OG0028770	ENSSSAG00000043554.2	XM_035785529.2	ENSOKIG00005045044.1	XM_046300443.1
OG0028771	ENSSSAG00000080198.2	XM_035786039.2	ENSOKIG00005001686.1	XM_046345231.1
OG0028772	ENSSSAG00000048563.2	XM_035795750.2	ENSOKIG00005005247.1	XM_046326639.1
OG0028773	ENSSSAG00000048616.2	XM_052472461.1	ENSOKIG00005005195.1	XM_046325258.1
OG0028774	ENSSSAG00000057433.2	XM_035746672.2	ENSOKIG00005008016.1	XM_046331713.1
OG0028775	ENSSSAG00000070059.2	XM_035800073.2	ENSOKIG00005024851.1	XM_046321532.1
OG0028776	ENSSSAG00000051724.2	XM_035743161.2	ENSOKIG00005016446.1	XM_046308741.1
OG0028777	ENSSSAG00000051806.2	XM_035790004.2	ENSOKIG00005037562.1	XM_046346237.1
OG0028778	ENSSSAG00000008067.2	XM_035798740.2	ENSOKIG00005039208.1	XM_046293429.1
OG0028779	ENSSSAG00000109421.1	XM_035797852.2	ENSOKIG00005048043.1	XM_046353776.1
OG0028780	ENSSSAG00000044498.2	XM_035752624.2	ENSOKIG00005049874.1	XM_046366521.1
OG0028781	ENSSSAG00000068344.2	XM_035797837.2	ENSOKIG00005048040.1	XM_046353774.1
OG0028782	ENSSSAG00000071600.2	XM_052460956.1	ENSOKIG00005001675.1	XM_046348173.1
OG0028783	ENSSSAG00000051700.2	XM_035753819.2	ENSOKIG00005014608.1	XM_046359177.1
OG0028784	ENSSSAG00000042311.2	XM_035783222.2	ENSOKIG00005021833.1	XM_046301551.1
OG0028785	ENSSSAG00000120955.1	XM_035754656.2	ENSOKIG00005014627.1	XM_046357934.1
OG0028786	ENSSSAG00000082477.1	XM_035790006.2	ENSOKIG00005037588.1	XM_046346215.1
OG0028787	ENSSSAG00000051983.2	XM_035790007.1	ENSOKIG00005037660.1	XM_046346227.1
OG0028788	ENSSSAG00000015544.2	XM_035782157.2	ENSOKIG00005036692.1	XM_046304419.1
OG0028789	ENSSSAG00000001987.2	XM_035797521.2	ENSOKIG00005047038.1	XM_046353816.1
OG0028790	ENSSSAG00000053060.2	XM_035760957.2	ENSOKIG00005045809.1	XM_046327054.1
OG0028792	ENSSSAG00000053069.2	XM_035760956.2	ENSOKIG00005045791.1	XM_046327050.1
OG0028793	ENSSSAG00000065521.2	XM_035784920.2	ENSOKIG00005002467.1	XM_046347961.1
OG0028794	ENSSSAG00000053094.2	XM_035760952.2	ENSOKIG00005045757.1	XM_046327034.1
OG0028795	ENSSSAG00000053102.2	XM_035760960.2	ENSOKIG00005045738.1	XM_046327048.1
OG0028796	ENSSSAG00000056944.2	XM_035743461.2	ENSOKIG00005045937.1	XM_046308978.1
OG0028797	ENSSSAG00000047368.2	XM_052498285.1	ENSOKIG00005016258.1	XM_046355521.1
OG0028798	ENSSSAG00000053115.2	XM_052472525.1	ENSOKIG00005045707.1	XM_046327004.1
OG0028799	ENSSSAG00000017777.2	XM_035782164.2	ENSOKIG00005032151.1	XM_046304256.1
OG0028800	ENSSSAG00000060005.2	XM_035764993.2	ENSOKIG00005008577.1	XM_046355647.1
OG0028801	ENSSSAG00000071801.2	XM_035784804.2	ENSOKIG00005001787.1	XM_046348174.1
OG0028802	ENSSSAG00000076955.2	XM_052525089.1	ENSOKIG00005006596.1	XM_046290608.1
OG0028803	ENSSSAG00000092927.1	XM_035743594.2	ENSOKIG00005037653.1	XM_046308893.1
OG0028804	ENSSSAG00000121384.1	XM_035757289.2	ENSOKIG00005033219.1	XM_046355889.1
OG0028806	ENSSSAG00000069734.2	XM_035744014.2	ENSOKIG00005018790.1	XM_046324702.1
OG0028807	ENSSSAG00000105306.1	XM_035767555.2	ENSOKIG00005029833.1	XM_046295891.1
OG0028808	ENSSSAG00000068387.2	XM_035742045.1	ENSOKIG00005047689.1	XM_046351876.1
OG0028809	ENSSSAG00000101866.1	XM_035738150.2	ENSOKIG00005018841.1	XM_046334767.1
OG0028811	ENSSSAG00000065068.2	XM_035762095.1	ENSOKIG00005009160.1	XM_046360792.1
OG0028812	ENSSSAG00000062193.2	XM_052482586.1	ENSOKIG00005014253.1	XM_046365600.1
OG0028813	ENSSSAG00000045442.2	XM_035754411.2	ENSOKIG00005029861.1	XM_046358574.1
OG0028814	ENSSSAG00000040010.2	XM_035753211.2	ENSOKIG00005004866.1	XM_046320422.1
OG0028816	ENSSSAG00000089498.1	XM_035759181.2	ENSOKIG00005008437.1	XM_046290643.1
OG0028817	ENSSSAG00000076744.2	XM_035775397.2	ENSOKIG00005006124.1	XM_046368335.1
OG0028818	ENSSSAG00000065028.2	XM_035762112.2	ENSOKIG00005009216.1	XM_046361509.1
OG0028819	ENSSSAG00000084606.1	XM_052525100.1	ENSOKIG00005006184.1	XM_046290601.1
OG0028820	ENSSSAG00000065018.2	XM_035762113.2	ENSOKIG00005009230.1	XM_046361511.1
OG0028821	ENSSSAG00000045629.2	XM_035752622.2	ENSOKIG00005049092.1	XM_046366530.1
OG0028822	ENSSSAG00000018443.2	XM_052483774.1	ENSOKIG00005010996.1	XM_046290922.1
OG0028823	ENSSSAG00000046781.2	XM_035753212.2	ENSOKIG00005004677.1	XM_046320241.1
OG0028824	ENSSSAG00000078476.2	XM_052472295.1	ENSOKIG00005018339.1	XM_046326648.1
OG0028825	ENSSSAG00000115562.1	XM_052525099.1	ENSOKIG00005006241.1	XM_046290603.1
OG0028826	ENSSSAG00000012366.2	XM_035741961.2	ENSOKIG00005009506.1	XM_046292873.1
OG0028827	ENSSSAG00000082638.1	XM_035762099.2	ENSOKIG00005009277.1	XM_046360791.1
OG0028828	ENSSSAG00000049622.2	XM_035753235.2	ENSOKIG00005038189.1	XM_046319232.1
OG0028829	ENSSSAG00000073877.2	XM_035796149.2	ENSOKIG00005002055.1	XM_046343118.1
OG0028830	ENSSSAG00000049672.2	XM_035753237.1	ENSOKIG00005038173.1	XM_046319376.1
OG0028831	ENSSSAG00000041061.2	XM_052515589.1	ENSOKIG00005047663.1	XM_046338773.1
OG0028832	ENSSSAG00000043447.2	XM_035752505.1	ENSOKIG00005037708.1	XM_046366664.1
OG0028833	ENSSSAG00000108078.1	XM_035791022.2	ENSOKIG00005035822.1	XM_046351618.1
OG0028835	ENSSSAG00000119056.1	XM_035758617.2	ENSOKIG00005006269.1	XM_046368364.1
OG0028836	ENSSSAG00000055453.2	XM_035790796.2	ENSOKIG00005031489.1	XM_046354112.1
OG0028837	ENSSSAG00000039409.2	XM_035738653.2	ENSOKIG00005047480.1	XM_046365635.1
OG0028838	ENSSSAG00000055264.2	XM_035737981.2	ENSOKIG00005038044.1	XM_046364343.1
OG0028840	ENSSSAG00000071711.2	XM_035800558.2	ENSOKIG00005028155.1	XM_046321763.1
OG0028842	ENSSSAG00000063760.2	XM_035778938.2	ENSOKIG00005005332.1	XM_046300495.1
OG0028843	ENSSSAG00000080267.2	XM_035755282.2	ENSOKIG00005003586.1	XM_046355702.1
OG0028845	ENSSSAG00000045561.2	XM_035754417.2	ENSOKIG00005030039.1	XM_046358573.1
OG0028846	ENSSSAG00000064690.2	XM_035767502.2	ENSOKIG00005029623.1	XM_046295883.1
OG0028847	ENSSSAG00000067258.2	XM_035798220.2	ENSOKIG00005042087.1	XM_046294618.1
OG0028848	ENSSSAG00000090809.1	XM_035800313.2	ENSOKIG00005036858.1	XM_046322419.1
OG0028849	ENSSSAG00000039453.2	XM_052477123.1	ENSOKIG00005036876.1	XM_046322418.1
OG0028850	ENSSSAG00000115353.1	XM_035792840.2	ENSOKIG00005009649.1	XM_046361646.1
OG0028851	ENSSSAG00000002826.2	XM_052490667.1	ENSOKIG00005008656.1	XM_046330090.1
OG0028852	ENSSSAG00000045868.2	XM_035754694.1	ENSOKIG00005030448.1	XM_046360664.1
OG0028853	ENSSSAG00000067928.2	XM_035774117.2	ENSOKIG00005009422.1	XM_046316446.1
OG0028854	ENSSSAG00000104922.1	XM_035800311.2	ENSOKIG00005036921.1	XM_046321864.1
OG0028855	ENSSSAG00000087350.1	XM_035799300.2	ENSOKIG00005023947.1	XM_046322699.1
OG0028856	ENSSSAG00000045895.2	XM_035754696.2	ENSOKIG00005030504.1	XM_046357841.1
OG0028857	ENSSSAG00000079566.2	XM_035788040.2	ENSOKIG00005032067.1	XM_046359991.1
OG0028858	ENSSSAG00000040581.2	XM_035742364.2	ENSOKIG00005022475.1	XM_046308144.1
OG0028859	ENSSSAG00000040584.2	XM_035743149.2	ENSOKIG00005022466.1	XM_046309188.1
OG0028861	ENSSSAG00000086861.1	XM_035788215.2	ENSOKIG00005017585.1	XM_046359841.1
OG0028862	ENSSSAG00000010126.2	XM_035765689.2	ENSOKIG00005041650.1	XM_046357679.1
OG0028863	ENSSSAG00000075494.2	XM_052525564.1	ENSOKIG00005028683.1	XM_046370446.1
OG0028864	ENSSSAG00000092455.1	XM_035773490.2	ENSOKIG00005048324.1	XM_046316318.1
OG0028865	ENSSSAG00000005371.2	XM_035773477.2	ENSOKIG00005048314.1	XM_046315785.1
OG0028866	ENSSSAG00000050777.2	XM_035754785.2	ENSOKIG00005029702.1	XM_046318469.1
OG0028867	ENSSSAG00000056393.2	XM_035756524.2	ENSOKIG00005046488.1	XM_046355045.1
OG0028868	ENSSSAG00000084676.1	XM_035782392.2	ENSOKIG00005040063.1	XM_046306929.1
OG0028869	ENSSSAG00000074492.2	XM_035763594.2	ENSOKIG00005029495.1	XM_046370463.1
OG0028870	ENSSSAG00000065605.2	XM_035784911.1	ENSOKIG00005002423.1	XM_046345428.1
OG0028871	ENSSSAG00000067279.2	XM_035798227.2	ENSOKIG00005041976.1	XM_046311137.1
OG0028872	ENSSSAG00000117928.1	XM_035776740.2	ENSOKIG00005034274.1	XM_046369514.1
OG0028873	ENSSSAG00000095912.1	XM_035798233.2	ENSOKIG00005041939.1	XM_046294604.1
OG0028874	ENSSSAG00000046992.2	XM_052461808.1	ENSOKIG00005017468.1	XM_046300565.1
OG0028876	ENSSSAG00000078942.2	XM_035754361.2	ENSOKIG00005048279.1	XM_046358618.1
OG0028877	ENSSSAG00000094448.1	XM_035754363.2	ENSOKIG00005048290.1	XM_046358619.1
OG0028878	ENSSSAG00000053856.2	XM_035748997.2	ENSOKIG00005017996.1	XM_046367904.1
OG0028879	ENSSSAG00000051679.2	XM_035749053.2	ENSOKIG00005017621.1	XM_046368952.1
OG0028880	ENSSSAG00000047843.2	XM_035786249.2	ENSOKIG00005017324.1	XM_046300287.1
OG0028881	ENSSSAG00000108625.1	XM_052482300.1	ENSOKIG00005035062.1	XM_046365805.1
OG0028882	ENSSSAG00000080234.2	XM_035787464.2	ENSOKIG00005001618.1	XM_046345232.1
OG0028883	ENSSSAG00000098234.1	XM_035738168.2	ENSOKIG00005018415.1	XM_046334773.1
OG0028884	ENSSSAG00000104138.1	XM_035744315.2	ENSOKIG00005026323.1	XM_046323440.1
OG0028886	ENSSSAG00000048886.2	XM_035773997.2	ENSOKIG00005019142.1	XM_046367794.1
OG0028887	ENSSSAG00000080297.2	XM_035786032.2	ENSOKIG00005001093.1	XM_046346952.1
OG0028888	ENSSSAG00000071953.2	XM_035779373.2	ENSOKIG00005030799.1	XM_046312623.1
OG0028889	ENSSSAG00000045255.2	XM_035744334.2	ENSOKIG00005026813.1	XM_046324315.1
OG0028890	ENSSSAG00000010111.2	XM_052477530.1	ENSOKIG00005041612.1	XM_046355366.1
OG0028891	ENSSSAG00000104186.1	XM_035767107.2	ENSOKIG00005041265.1	XM_046355365.1
OG0028892	ENSSSAG00000088337.1	XM_035790269.1	ENSOKIG00005015979.1	XM_046313740.1
OG0028893	ENSSSAG00000077780.2	XM_035754287.2	ENSOKIG00005041294.1	XM_046358682.1
OG0028894	ENSSSAG00000116266.1	XM_052463480.1	ENSOKIG00005040901.1	XM_046299716.1
OG0028895	ENSSSAG00000066891.2	XM_035744265.1	ENSOKIG00005008457.1	XM_046324487.1
OG0028896	ENSSSAG00000091179.1	XM_035747037.2	ENSOKIG00005007748.1	XM_046331253.1
OG0028897	ENSSSAG00000096089.1	XM_035754877.2	ENSOKIG00005042431.1	XM_046318876.1
OG0028899	ENSSSAG00000052728.2	XM_052463758.1	ENSOKIG00005040163.1	XM_046299858.1
OG0028900	ENSSSAG00000003698.2	XM_035744194.2	ENSOKIG00005047593.1	XM_046324467.1
OG0028901	ENSSSAG00000003802.2	XM_035744188.2	ENSOKIG00005047251.1	XM_046324373.1
OG0028902	ENSSSAG00000009640.2	XM_052490231.1	ENSOKIG00005008122.1	XM_046331260.1
OG0028903	ENSSSAG00000040843.2	XM_052488089.1	ENSOKIG00005035536.1	XM_046323828.1
OG0028904	ENSSSAG00000047975.2	XM_035799253.1	ENSOKIG00005045547.1	XM_046320782.1
OG0028905	ENSSSAG00000110359.1	XM_035799695.1	ENSOKIG00005045562.1	XM_046321863.1
OG0028906	ENSSSAG00000074810.2	XM_052475996.1	ENSOKIG00005047487.1	XM_046322018.1
OG0028907	ENSSSAG00000086971.1	XM_035737993.2	ENSOKIG00005034574.1	XM_046364374.1
OG0028908	ENSSSAG00000046233.2	XM_035776623.2	ENSOKIG00005015545.1	XM_046301425.1
OG0028909	ENSSSAG00000096167.1	XM_052529434.1	ENSOKIG00005037269.1	XM_046329118.1
OG0028910	ENSSSAG00000063641.2	XM_035764317.2	ENSOKIG00005036827.1	XM_046358187.1
OG0028911	ENSSSAG00000046354.2	XM_035776610.2	ENSOKIG00005015164.1	XM_046301424.1
OG0028912	ENSSSAG00000080330.2	XM_052474596.1	ENSOKIG00005018625.1	XM_046335411.1
OG0028913	ENSSSAG00000092808.1	XM_035778288.2	ENSOKIG00005036195.1	XM_046312464.1
OG0028914	ENSSSAG00000041913.2	XM_035778667.2	ENSOKIG00005016016.1	XM_046312022.1
OG0028915	ENSSSAG00000087229.1	XM_035762553.2	ENSOKIG00005018510.1	XM_046295178.1
OG0028916	ENSSSAG00000080382.2	XM_035783227.1	ENSOKIG00005003317.1	XM_046307441.1
OG0028917	ENSSSAG00000055604.2	XM_035777668.2	ENSOKIG00005042685.1	XM_046312998.1
OG0028918	ENSSSAG00000041943.2	XM_035778669.2	ENSOKIG00005015992.1	XM_046313121.1
OG0028919	ENSSSAG00000041952.2	XM_035778670.2	ENSOKIG00005015981.1	XM_046313201.1
OG0028920	ENSSSAG00000007042.2	XM_035752023.1	ENSOKIG00005012641.1	XM_046367099.1
OG0028921	ENSSSAG00000041968.2	XM_035778672.1	ENSOKIG00005015941.1	XM_046311873.1
OG0028922	ENSSSAG00000006368.2	XM_035736402.2	ENSOKIG00005002528.1	XM_046351177.1
OG0028923	ENSSSAG00000085309.1	XM_035786031.2	ENSOKIG00005001084.1	XM_046346953.1
OG0028924	ENSSSAG00000078235.2	XM_035779669.2	ENSOKIG00005034762.1	XM_046328839.1
OG0028925	ENSSSAG00000076553.2	XM_035765437.2	ENSOKIG00005005739.1	XM_046323575.1
OG0028926	ENSSSAG00000111922.1	XM_035796019.2	ENSOKIG00005011242.1	XM_046335113.1
OG0028927	ENSSSAG00000051589.2	XM_052497844.1	ENSOKIG00005007902.1	XM_046320436.1
OG0028928	ENSSSAG00000113593.1	XM_035777480.1	ENSOKIG00005023538.1	XM_046311868.1
OG0028929	ENSSSAG00000068576.2	XM_035797022.2	ENSOKIG00005011249.1	XM_046342324.1
OG0028930	ENSSSAG00000079583.2	XM_035777477.1	ENSOKIG00005023207.1	XM_046312773.1
OG0028931	ENSSSAG00000074706.2	XM_035793870.2	ENSOKIG00005013644.1	XM_046291946.1
OG0028932	ENSSSAG00000088297.1	XM_035799294.1	ENSOKIG00005021822.1	XM_046322179.1
OG0028934	ENSSSAG00000066307.2	XM_035800445.2	ENSOKIG00005021844.1	XM_046322065.1
OG0028935	ENSSSAG00000044834.2	XM_035794112.2	ENSOKIG00005028607.1	XM_046291692.1
OG0028936	ENSSSAG00000103500.1	XM_035755074.2	ENSOKIG00005006996.1	XM_046355680.1
OG0028937	ENSSSAG00000055375.2	XM_035794685.1	ENSOKIG00005014392.1	XM_046290866.1
OG0028938	ENSSSAG00000057645.2	XM_035762474.2	ENSOKIG00005017906.1	XM_046295169.1
OG0028939	ENSSSAG00000056834.2	XM_035794017.2	ENSOKIG00005003082.1	XM_046291789.1
OG0028940	ENSSSAG00000045103.2	XM_035786977.2	ENSOKIG00005044925.1	XM_046300750.1
OG0028941	ENSSSAG00000067379.2	XM_035754476.2	ENSOKIG00005044256.1	XM_046358498.1
OG0028942	ENSSSAG00000068956.2	XM_035739451.2	ENSOKIG00005040796.1	XM_046364432.1
OG0028943	ENSSSAG00000008770.2	XM_035760013.2	ENSOKIG00005009338.1	XM_046338981.1
OG0028944	ENSSSAG00000074528.2	XM_035759192.2	ENSOKIG00005029812.1	XM_046368271.1
OG0028945	ENSSSAG00000080387.2	XM_052492648.1	ENSOKIG00005005208.1	XM_046361015.1
OG0028946	ENSSSAG00000074542.2	XM_052525530.1	ENSOKIG00005029827.1	XM_046370474.1
OG0028947	ENSSSAG00000046376.2	XM_052495105.1	ENSOKIG00005044373.1	XM_046299835.1
OG0028948	ENSSSAG00000005975.2	XM_035782915.2	ENSOKIG00005001628.1	XM_046306620.1
OG0028949	ENSSSAG00000067093.2	XM_035791357.2	ENSOKIG00005023121.1	XM_046296393.1
OG0028950	ENSSSAG00000009598.2	XM_035779449.2	ENSOKIG00005016679.1	XM_046312374.1
OG0028951	ENSSSAG00000119523.1	XM_052505175.1	ENSOKIG00005007881.1	XM_046320435.1
OG0028952	ENSSSAG00000120093.1	XM_035783221.2	ENSOKIG00005018845.1	XM_046307112.1
OG0028953	ENSSSAG00000067116.2	XM_052467665.1	ENSOKIG00005023212.1	XM_046294143.1
OG0028954	ENSSSAG00000085950.1	XM_035755536.1	ENSOKIG00005003298.1	XM_046355026.1
OG0028955	ENSSSAG00000053486.2	XM_052460866.1	ENSOKIG00005001220.1	XM_046348203.1
OG0028956	ENSSSAG00000072537.2	XM_035762193.2	ENSOKIG00005018335.1	XM_046307181.1
OG0028957	ENSSSAG00000000049.2	XM_052512695.1	ENSOKIG00005035223.1	XM_046309640.1
OG0028958	ENSSSAG00000082494.1	XM_035797508.2	ENSOKIG00005046994.1	XM_046351879.1
OG0028959	ENSSSAG00000104970.1	XM_035755920.2	ENSOKIG00005050231.1	XM_046355034.1
OG0028960	ENSSSAG00000047514.2	XM_035754418.1	ENSOKIG00005014802.1	XM_046355526.1
OG0028961	ENSSSAG00000078532.2	XM_052518248.1	ENSOKIG00005029162.1	XM_046293501.1
OG0028962	ENSSSAG00000095995.1	XM_035783276.2	ENSOKIG00005017301.1	XM_046300707.1
OG0028963	ENSSSAG00000005762.2	XM_035799564.2	ENSOKIG00005041218.1	XM_046320818.1
OG0028964	ENSSSAG00000116373.1	XM_035800372.1	ENSOKIG00005049972.1	XM_046320775.1
OG0028965	ENSSSAG00000047704.2	XM_035783286.2	ENSOKIG00005017278.1	XM_046300708.1
OG0028966	ENSSSAG00000067292.2	XM_035754050.2	ENSOKIG00005011497.1	XM_046358901.1
OG0028967	ENSSSAG00000077377.2	XM_052482102.1	ENSOKIG00005048654.1	XM_046365331.1
OG0028968	ENSSSAG00000101524.1	XM_035754067.2	ENSOKIG00005000069.1	XM_046358883.1
OG0028969	ENSSSAG00000103213.1	XM_035783104.2	ENSOKIG00005022056.1	XM_046301860.1
OG0028970	ENSSSAG00000003944.2	XM_035755987.2	ENSOKIG00005038236.1	XM_046306646.1
OG0028971	ENSSSAG00000040002.2	XM_035754065.2	ENSOKIG00005000059.1	XM_046358885.1
OG0028972	ENSSSAG00000076022.2	XM_035754206.2	ENSOKIG00005010025.1	XM_046358750.1
OG0028973	ENSSSAG00000120224.1	XM_035798741.2	ENSOKIG00005039167.1	XM_046306008.1
OG0028974	ENSSSAG00000000052.2	XM_052514670.1	ENSOKIG00005003778.1	XM_046307675.1
OG0028975	ENSSSAG00000008261.2	XM_035798742.2	ENSOKIG00005039144.1	XM_046293409.1
OG0028976	ENSSSAG00000073280.2	XM_035739395.2	ENSOKIG00005008871.1	XM_046367668.1
OG0028977	ENSSSAG00000000055.2	XM_035768829.2	ENSOKIG00005002854.1	XM_046307819.1
OG0028978	ENSSSAG00000005831.2	XM_035799561.2	ENSOKIG00005041360.1	XM_046320813.1
OG0028979	ENSSSAG00000016122.2	XM_035737912.2	ENSOKIG00005009841.1	XM_046352340.1
OG0028980	ENSSSAG00000086055.1	XM_052481104.1	ENSOKIG00005019075.1	XM_046352068.1
OG0028982	ENSSSAG00000046337.2	XM_035798786.2	ENSOKIG00005032858.1	XM_046305604.1
OG0028983	ENSSSAG00000051162.2	XM_035756690.2	ENSOKIG00005033716.1	XM_046301910.1
OG0028984	ENSSSAG00000047304.2	XM_035798787.2	ENSOKIG00005031677.1	XM_046305503.1
OG0028985	ENSSSAG00000108488.1	XM_035751585.2	ENSOKIG00005000760.1	XM_046316523.1
OG0028986	ENSSSAG00000105275.1	XM_035749997.2	ENSOKIG00005025167.1	XM_046361034.1
OG0028988	ENSSSAG00000076036.2	XM_035749995.2	ENSOKIG00005025836.1	XM_046363005.1
OG0028989	ENSSSAG00000074885.2	XM_035750021.2	ENSOKIG00005024246.1	XM_046361033.1
OG0028990	ENSSSAG00000064614.2	XM_035797317.2	ENSOKIG00005000047.1	XM_046341761.1
OG0028991	ENSSSAG00000079320.2	XM_035779269.2	ENSOKIG00005027801.1	XM_046330654.1
OG0028992	ENSSSAG00000077062.2	XR_004828998.2	ENSOKIG00005014626.1	XR_006838099.1
OG0028993	ENSSSAG00000080823.2	XM_035799397.2	ENSOKIG00005024891.1	XM_046321549.1
OG0028994	ENSSSAG00000097244.1	XM_035797062.2	ENSOKIG00005031192.1	XM_046342260.1
OG0028995	ENSSSAG00000089233.1	XM_052488535.1	ENSOKIG00005050912.1	XM_046323447.1
OG0028996	ENSSSAG00000011526.2	XM_035787831.1	ENSOKIG00005049438.1	XM_046360183.1
OG0028997	ENSSSAG00000078717.2	XM_035750190.2	ENSOKIG00005000807.1	XM_046361013.1
OG0028998	ENSSSAG00000078279.2	XM_035754337.2	ENSOKIG00005043795.1	XM_046357861.1
OG0028999	ENSSSAG00000052967.2	XM_052468687.1	ENSOKIG00005042056.1	XM_046293650.1
OG0029000	ENSSSAG00000072545.2	XM_035783223.2	ENSOKIG00005018300.1	XM_046305848.1
OG0029001	ENSSSAG00000044438.2	XM_035797310.2	ENSOKIG00005041069.1	XM_046341831.1
OG0029002	ENSSSAG00000005377.2	XM_035784666.2	ENSOKIG00005009923.1	XM_046329575.1
OG0029003	ENSSSAG00000066209.2	XM_052477348.1	ENSOKIG00005048349.1	XM_046353750.1
OG0029004	ENSSSAG00000007650.2	XM_035774537.1	ENSOKIG00005018549.1	XM_046298080.1
OG0029005	ENSSSAG00000078294.2	XM_035754340.2	ENSOKIG00005043849.1	XM_046358637.1
OG0029006	ENSSSAG00000005392.2	XM_035783440.2	ENSOKIG00005009902.1	XM_046329125.1
OG0029007	ENSSSAG00000115589.1	XM_052468681.1	ENSOKIG00005042213.1	XM_046293649.1
OG0029008	ENSSSAG00000008352.2	XM_035736421.2	ENSOKIG00005001742.1	XM_046348702.1
OG0029009	ENSSSAG00000076967.2	XM_035800200.2	ENSOKIG00005035618.1	XM_046321447.1
OG0029010	ENSSSAG00000106845.1	XM_035797162.1	ENSOKIG00005030579.1	XM_046334752.1
OG0029011	ENSSSAG00000067170.2	XM_035797354.2	ENSOKIG00005000940.1	XM_046334645.1
OG0029012	ENSSSAG00000100511.1	XM_052468704.1	ENSOKIG00005017272.1	XM_046296301.1
OG0029013	ENSSSAG00000054001.2	XM_035754707.2	ENSOKIG00005025281.1	XM_046357810.1
OG0029014	ENSSSAG00000121086.1	XM_035742161.2	ENSOKIG00005004453.1	ne 1 _mxtx1__
OG0029015	ENSSSAG00000001304.2	XM_035798856.2	ENSOKIG00005004429.1	XM_046353671.1
OG0029016	ENSSSAG00000074050.2	XM_052479116.1	ENSOKIG00005041189.1	XM_046351244.1
OG0029017	ENSSSAG00000002679.2	XM_035783388.2	ENSOKIG00005015177.1	XM_046328033.1
OG0029018	ENSSSAG00000111843.1	XM_035787583.2	ENSOKIG00005039806.1	XM_046357766.1
OG0029019	ENSSSAG00000092718.1	XM_035787517.2	ENSOKIG00005046079.1	XM_046360568.1
OG0029020	ENSSSAG00000079729.2	XM_035779424.2	ENSOKIG00005027089.1	XM_046313055.1
OG0029021	ENSSSAG00000007446.2	XM_035752019.2	ENSOKIG00005005776.1	XM_046367105.1
